,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
49602,49602,49602,49602,49602,50114,1895,1431516346584498182,1431516346584498182,1630135067000.0,2021-08-28 03:17:47,-400,,mc lee know with the boys  https://t.co/4vMOqWaROs,en,[],[],1153508158108647424,1153508158108647424,deardream_zcjs,คlฯ✵ NOEASY GA on pinned⚡,6,3,https://twitter.com/deardream_zcjs/status/1431516346584498182,[],['https://pbs.twimg.com/tweet_video_thumb/E93EhfVUcAcFkP7.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93EhfVUcAcFkP7.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,mc lee know with the boys,False,6
9222,9222,9222,9222,9222,9321,1278,1431208726858375172,1431208726858375172,1630061725000.0,2021-08-27 06:55:25,-400,,@BTS_twt besties we're waiting 🥰 go for the pinkkkkkk  https://t.co/O8SARFw5ol,en,[],[],964468923486715904,964468923486715904,dashirunrunrunn,LET'S GET IT⁷💎😼,5,6,https://twitter.com/dashirunrunrunn/status/1431208726858375172,[],['https://pbs.twimg.com/tweet_video_thumb/E9ysvxFVUAMCLRb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ysvxFVUAMCLRb.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, twt besties we're waiting 🥰 go for the pinkkkkkk,False,9
486,486,486,486,486,492,492,1431097886343827456,1431097598044168194,1630035299000.0,2021-08-26 23:34:59,-400,,se fosse eu primeiro post sem resposta eu nem postava mais nada  https://t.co/n30g9hat5L,pt,[],[],1253179948166234114,1253179948166234114,lydelrey,lalalaiza,4,23,https://twitter.com/lydelrey/status/1431097886343827456,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH8ELXsAI9zoC.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH8ELXsAI9zoC.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,se fosse eu primeiro post sem resposta eu nem postava mais nada,False,12
32132,32132,32132,32132,32132,32466,305,1431403945096794116,1431403945096794116,1630108269000.0,2021-08-27 19:51:09,-400,,I DONT WANT TO LOSE HIM  https://t.co/SqDcXbkEtP,en,[],[],1399089867120955399,1399089867120955399,faelaufeyson,fae (she/they) 🌞nwh era!!!,5,19,https://twitter.com/faelaufeyson/status/1431403945096794116,[],['https://pbs.twimg.com/tweet_video_thumb/E91eS9sXEAMinFq.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eS9sXEAMinFq.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,I DONT WANT TO LOSE HIM,False,6
6459,6459,6459,6459,6459,6530,492,1431176209556201481,1431174437290844164,1630053972000.0,2021-08-27 04:46:12,-400,,@mira_obe @GBleuBas Richard  https://t.co/xYHbPlnXkS,en,[],[],890093057189793793,890093057189793793,KHALpsg,KHAL,5,4,https://twitter.com/KHALpsg/status/1431176209556201481,[],['https://pbs.twimg.com/tweet_video_thumb/E9yPK5_XoAEp-f9.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yPK5_XoAEp-f9.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'mira_obe', 'name': '💎Mbappvt💎', 'id': '1384523266048598016'}, {'screen_name': 'GBleuBas', 'name': 'Soldat Pithiviers', 'id': '624974537'}]",,,,, obe Richard,True,2
20945,20945,20945,20945,20945,21179,1072,1431307657240059912,1431289446343888897,1630085312000.0,2021-08-27 13:28:32,-400,,@WeTekFifa Me with my OTW Mbappe  https://t.co/T0wpmQJcDr,en,[],[],1385033586122891266,1385033586122891266,CarefreeJackk,Ja©k,5,13,https://twitter.com/CarefreeJackk/status/1431307657240059912,[],['https://pbs.twimg.com/tweet_video_thumb/E90Gto2XEAYvCPy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90Gto2XEAYvCPy.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'WeTekFifa', 'name': 'Seb 🇨🇴', 'id': '1046064640797671425'}]",,,,,Me with my OTW Mbappe,True,5
25948,25948,25948,25948,25948,26229,86,1431355007387856897,1431325468939018243,1630096601000.0,2021-08-27 16:36:41,-400,,@MMrnk08 そう。 面白い☺️  https://t.co/rrYQwKKiEW,ja,[],[],1369955950052798466,1369955950052798466,EixiaB,【Eixia】ばんちゃお,5,16,https://twitter.com/EixiaB/status/1431355007387856897,[],['https://pbs.twimg.com/tweet_video_thumb/E90xyhEVEAE4QhH.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xyhEVEAE4QhH.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'MMrnk08', 'name': 'まりねこ🐈', 'id': '1305507750676291584'}]",,,,,そう。 面白い☺️,True,2
12650,12650,12650,12650,12650,12791,734,1431244621020110851,1431244621020110851,1630070283000.0,2021-08-27 09:18:03,-400,,“Auxilios económicos NO reembolsable”  https://t.co/PhbzuGBeAD,es,[],[],334031441,334031441,hildesucre,HILDE,5,9,https://twitter.com/hildesucre/status/1431244621020110851,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNY7rWQAEWdf5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNY7rWQAEWdf5.jpg,False,0,0,0,https://twitter.com/prensacom/status/1431003431016206342,.gif,,,,,,,[],,,,,“Auxilios económicos NO reembolsable”,False,4
41100,41100,41100,41100,41100,41510,1318,1431457041080467458,1431249960188538886,1630120928000.0,2021-08-27 23:22:08,-400,,@Say_Jolie7 @QuellaMore01 @Zain_ArOnk @savanavena @mamanya_tasya @YulieReborn @ces_uuell @MbahMinem @Mpink101_ @tatiherra @LishaHerra @51527B @cherienya_m16 @DUK4N39RI @zulfebri @Syahmoedra_Ren @AriyantoWP @Arya38263584 @paa_piiyoo @DewieMore_01 Hi Nte J kuhh 🥰🌹  https://t.co/Qe56M0H7by,tl,[],[],1402536110778052613,1402536110778052613,Uw4h_4L,Uw4h,5,23,https://twitter.com/Uw4h_4L/status/1431457041080467458,[],['https://pbs.twimg.com/tweet_video_thumb/E92OlkyVIAUqE9G.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92OlkyVIAUqE9G.jpg,False,1,0,0,,.gif,,,,,,,"[{'screen_name': 'Say_Jolie7', 'name': 'J🔆', 'id': '1250737127060467714'}, {'screen_name': 'QuellaMore01', 'name': 'Dewie Moe 🌻🌹', 'id': '1089542781607993344'}, {'screen_name': 'Zain_ArOnk', 'name': 'DALAS GANTING', 'id': '1132886289278091264'}, {'screen_name': 'savanavena', 'name': 'Savanavena', 'id': '1015380951168217089'}, {'screen_name': 'mamanya_tasya', 'name': 'Mamanya Tasya', 'id': '1321451743868153857'}, {'screen_name': 'YulieReborn', 'name': 'Tiwik New 🌸', 'id': '1344451940684496897'}, {'screen_name': 'ces_uuell', 'name': '👸 𝕻𝖗𝖎𝖓𝖈𝖊𝖘𝖘 𝕻𝖆𝖉𝖎 🌾', 'id': '1273573501987774470'}, {'screen_name': 'MbahMinem', 'name': 'Cucu Mbah Minem', 'id': '1364537512375451653'}, {'screen_name': 'Mpink101_', 'name': '🌸pink', 'id': '1166231022549102594'}, {'screen_name': 'tatiherra', 'name': '🆃🅸🅴 ☕🐾', 'id': '250986551'}, {'screen_name': 'LishaHerra', 'name': 'Falisha', 'id': '1412403884283269126'}, {'screen_name': '51527B', 'name': 'irONE_OGAN', 'id': '1215093055981666304'}, {'screen_name': 'cherienya_m16', 'name': 'sweet cherie 🍒', 'id': '1194169066702827520'}, {'screen_name': 'DUK4N39RI', 'name': '#K4NND4SST 🇲🇨', 'id': '1264901404096782336'}, {'screen_name': 'zulfebri', 'name': 'F3br1', 'id': '57008054'}, {'screen_name': 'Syahmoedra_Ren', 'name': '_Hanoman', 'id': '1335079472542838784'}, {'screen_name': 'AriyantoWP', 'name': 'Ariyanto WP', 'id': '1027631492'}, {'screen_name': 'Arya38263584', 'name': 'Arya', 'id': '1415668297085775874'}, {'screen_name': 'paa_piiyoo', 'name': '🔥🏳🅿️🅰️🅰️__piiyoo🏳🔥', 'id': '1306229125267374080'}, {'screen_name': 'DewieMore_01', 'name': 'CleoMe', 'id': '1047356709029601280'}]",,,,, Jolie7  ArOnk  tasya  uuell    m16  Ren  piiyoo  01 Hi Nte J kuhh 🥰🌹,True,13
6740,6740,6740,6740,6740,6811,773,1431176150479298567,1431176150479298567,1630053958000.0,2021-08-27 04:45:58,-400,,So I'm binge watching #AttackonTitan for the first time and FM what a moment S3 E13 20:45  https://t.co/R7x4rawFMJ,en,['attackontitan'],[],1201108035164180480,1201108035164180480,U_got_V3,V3,5,4,https://twitter.com/U_got_V3/status/1431176150479298567,[],['https://pbs.twimg.com/tweet_video_thumb/E9yPHkUVUAAyBmp.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yPHkUVUAAyBmp.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,So I'm binge watching AttackonTitan for the first time and FM what a moment S3 E13 20:45,False,17
4935,4935,4935,4935,4935,4996,960,1431145592965697537,1430999604674408453,1630046673000.0,2021-08-27 02:44:33,-400,,@luchalibreonlin Hermosa pareja🇦🇷🥂😃  https://t.co/3kNv6uFX4T,es,[],[],1252453878542610433,1252453878542610433,SimoneCortecer1,Simone cortecero,5,2,https://twitter.com/SimoneCortecer1/status/1431145592965697537,[],['https://pbs.twimg.com/tweet_video_thumb/E9xzUxLXoAMA5pb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xzUxLXoAMA5pb.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'luchalibreonlin', 'name': 'Lucha Libre Online', 'id': '1220485442308575235'}]",,,,,Hermosa pareja🇦🇷🥂😃,True,2
13762,13762,13762,13762,13762,13914,1857,1431244491084730376,1431242877674221583,1630070252000.0,2021-08-27 09:17:32,-400,,@UberFacts I was way too young when I saw this  https://t.co/TFcMEGR6tg,en,[],[],887065561,887065561,coachmike804,💉 fully vaccinated taurean 💉,5,9,https://twitter.com/coachmike804/status/1431244491084730376,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNRszWQAQTVqE.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNRszWQAQTVqE.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'UberFacts', 'name': 'UberFacts', 'id': '95023423'}]",,,,,I was way too young when I saw this,True,9
44251,44251,44251,44251,44251,44701,497,1431481759213006848,1431481759213006848,1630126821000.0,2021-08-28 01:00:21,-400,,It's @Lady_RBF 's BIG DAY!!! Send her lots of love!!  https://t.co/gM39FB23vQ,en,[],[],1320834970865311745,1320834970865311745,UnaFelixCulpa,Elle,6,1,https://twitter.com/UnaFelixCulpa/status/1431481759213006848,[],['https://pbs.twimg.com/tweet_video_thumb/E92lEafWQAozig_.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92lEafWQAozig_.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,It's  RBF 's BIG DAY!!! Send her lots of love!!,False,10
44064,44064,44064,44064,44064,44512,308,1431481792163422210,1431481792163422210,1630126829000.0,2021-08-28 01:00:29,-400,,time to make my lockscreen my schedule  https://t.co/RrmJq4nHWK,en,[],[],1254523206796546049,1254523206796546049,pjmnologist,🎲,6,1,https://twitter.com/pjmnologist/status/1431481792163422210,[],['https://pbs.twimg.com/tweet_video_thumb/E92lGcEXoAIGUAI.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92lGcEXoAIGUAI.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,time to make my lockscreen my schedule,False,7
19778,19778,19778,19778,19778,20001,1912,1431287770346139658,1431287770346139658,1630080571000.0,2021-08-27 12:09:31,-400,, https://t.co/uHG6v7ZgU1,und,[],[],764554046812393472,764554046812393472,BlameRyan1,BlameRyan⭐⭐,5,12,https://twitter.com/BlameRyan1/status/1431287770346139658,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0ou5XEAEp5vm.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0ou5XEAEp5vm.jpg,False,0,0,0,https://twitter.com/siphillipssport/status/1431287362491932676,.gif,,,,,,,[],,,,,,False,0
29746,29746,29746,29746,29746,30060,1904,1431373622841692161,1431373622841692161,1630101039000.0,2021-08-27 17:50:39,-400,, https://t.co/wseSmf5Q0L,und,[],[],1162919435822411776,1162919435822411776,ayo_namgi,Kath⁷ 🧈👅,5,17,https://twitter.com/ayo_namgi/status/1431373622841692161,[],['https://pbs.twimg.com/tweet_video_thumb/E91Ct95WUAAzRKL.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91Ct95WUAAzRKL.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,,False,0
31096,31096,31096,31096,31096,31423,1264,1431379720759922689,1431379720759922689,1630102493000.0,2021-08-27 18:14:53,-400,,"@kw0MsMNbzvAkCwe ご参加ありがとうございます😃  結果は… ごめんなさい、ハズレです😢  8/29(日)まで毎日チャレンジ‼️  そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍  詳細▶ https://t.co/xkfVhWlZN6  https://t.co/Hy9g1sX59E",ja,[],[],911047687679516672,911047687679516672,NitoriOfficial,NITORI,5,18,https://twitter.com/NitoriOfficial/status/1431379720759922689,['https://bit.ly/3zGXunA?t=1630102493615'],['https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"ご参加ありがとうございます😃 結果は… ごめんなさい、ハズレです😢 8/29(日)まで毎日チャレンジ‼️ そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍 詳細▶",False,8
26074,26074,26074,26074,26074,26356,213,1431354990807953409,1431353025906552835,1630096597000.0,2021-08-27 16:36:37,-400,,@moodybitchtm  https://t.co/00GmB0SsKG,und,[],[],779395202414936064,779395202414936064,adocilemarkitty,ᴼᵀ²³C.C₁₂₇: BSc Hons. in Markology,5,16,https://twitter.com/adocilemarkitty/status/1431354990807953409,[],['https://pbs.twimg.com/tweet_video_thumb/E90xxj4WUAYwAW2.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xxj4WUAYwAW2.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
20944,20944,20944,20944,20944,21178,1071,1431307657508438024,1430802999912325127,1630085312000.0,2021-08-27 13:28:32,-400,,@tinavally32 YESSSSS VALLYCHEN 🙌🤍🙌  https://t.co/iwoAKx7jnS,en,[],[],966943470215720960,966943470215720960,Pixie_Bees,🏵 𝔼𝕞𝕞𝕪 🐝,5,13,https://twitter.com/Pixie_Bees/status/1431307657508438024,[],['https://pbs.twimg.com/tweet_video_thumb/E90GuU7WEAIPzXR.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90GuU7WEAIPzXR.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'tinavally32', 'name': 'Vally', 'id': '1276434550294564865'}]",,,,,YESSSSS VALLYCHEN 🙌🤍🙌,True,3
22309,22309,22309,22309,22309,22554,436,1431319526419931139,1431272419080167424,1630088142000.0,2021-08-27 14:15:42,-400,,@TristanLopin  https://t.co/eBzEGOyArk,und,[],[],1158121864239226880,1158121864239226880,gobi_nours,Gobinours 🐻🐻,5,14,https://twitter.com/gobi_nours/status/1431319526419931139,[],['https://pbs.twimg.com/tweet_video_thumb/E90RhKqXIAg5xU-.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90RhKqXIAg5xU-.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
41085,41085,41085,41085,41085,41495,1303,1431457044196888577,1431456191079661570,1630120929000.0,2021-08-27 23:22:09,-400,,@SPYDOCS rewatch timeless  https://t.co/pDWFdvmmNt,en,[],[],1015432634028216320,1015432634028216320,jackarevs,ً,5,23,https://twitter.com/jackarevs/status/1431457044196888577,[],['https://pbs.twimg.com/tweet_video_thumb/E92Ol4wWEAAQdsB.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92Ol4wWEAAQdsB.jpg,False,0,1,0,,.gif,,,,,,,"[{'screen_name': 'SPYDOCS', 'name': 'MOURNING GALAHQDS', 'id': '1138129487323906049'}]",,,,,rewatch timeless,True,2
19697,19697,19697,19697,19697,19920,1831,1431287775962218496,1431053453279780867,1630080572000.0,2021-08-27 12:09:32,-400,,@PunishedmrC Kill  https://t.co/ooPtHOGHin,en,[],[],826620253643890688,826620253643890688,rectalwater,Butt sauce!,5,12,https://twitter.com/rectalwater/status/1431287775962218496,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0pEcWQAozZO2.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0pEcWQAozZO2.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'PunishedmrC', 'name': 'MR.Cash05 but a Loyal Demon Husband (ANCAP Arc)', 'id': '1391925906034380804'}]",,,,,Kill,True,1
3155,3155,3155,3155,3155,3189,1171,1431097795394613249,1431097795394613249,1630035277000.0,2021-08-26 23:34:37,-400,,“ I want . . . this entire fucking town . . . to burn to the fucking ground. ”       She honestly doesn't mean it. But she's clearly snapping at all the shit being thrown her way for absolutely no reason lately. She's tired.  https://t.co/ZNLZRu8AL9,en,[],[],893437541877198848,893437541877198848,lnsubordinate,،̲،̲ 𝑪𝒉𝒍𝒐𝒆 𝑷𝒓̲𝒊̲𝒄̲𝒆̲. ‧₊,4,23,https://twitter.com/lnsubordinate/status/1431097795394613249,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH0piXEAIJG_V.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH0piXEAIJG_V.jpg,False,0,0,0,https://twitter.com/arcadiamystery/status/1431097228844699653,.gif,,,,,,,[],,,,,“ I want . . . this entire fucking town . . . to burn to the fucking ground. ” She honestly doesn't mean it. But she's clearly snapping at all the shit being thrown her way for absolutely no reason lately. She's tired.,False,44
16660,16660,16660,16660,16660,16848,772,1431271007139110912,1431271007139110912,1630076574000.0,2021-08-27 11:02:54,-400,, https://t.co/4xzjGua7iz,und,[],[],995048391657713664,995048391657713664,FidelCashFlow91,Fidel CashFlow,5,11,https://twitter.com/FidelCashFlow91/status/1431271007139110912,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlZCbXMAUR_bH.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlZCbXMAUR_bH.jpg,False,0,0,0,https://twitter.com/utdreport/status/1431269051607703552,.gif,,,,,,,[],,,,,,False,0
19638,19638,19638,19638,19638,19860,1771,1431287780475351054,1431272267883876354,1630080573000.0,2021-08-27 12:09:33,-400,,@TheSunSloth @GeddesChris @OfficialBHAFC No player coming out of Potter team will cement his place at 3 Lions. Even the young ones  https://t.co/kBjq0Y1mO9,en,[],[],45585095,45585095,Spiwo,Concourt failed Makate💙🐄🐓🐧🌿,5,12,https://twitter.com/Spiwo/status/1431287780475351054,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0pJqWYAEZ66J.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0pJqWYAEZ66J.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'TheSunSloth', 'name': 'Kieren 🌱', 'id': '448027809'}, {'screen_name': 'GeddesChris', 'name': 'Henry', 'id': '410922939'}, {'screen_name': 'OfficialBHAFC', 'name': 'Brighton & Hove Albion', 'id': '57606154'}]",,,,,No player coming out of Potter team will cement his place at 3 Lions. Even the young ones,True,18
9492,9492,9492,9492,9492,9592,1549,1431208684252663818,1431207288589611016,1630061715000.0,2021-08-27 06:55:15,-400,,@haein7pearlple ni keee hahahshshshs  https://t.co/g4JPiCmc6G,it,[],[],944185282735226880,944185282735226880,jinniechaa,echaa⁷ 🐹,5,6,https://twitter.com/jinniechaa/status/1431208684252663818,[],['https://pbs.twimg.com/tweet_video_thumb/E9ystAlVkAEKUIw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ystAlVkAEKUIw.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'haein7pearlple', 'name': '해인 윤기 💍 MIN YOONGI', 'id': '421212772'}]",,,,,ni keee hahahshshshs,True,3
44590,44590,44590,44590,44590,45042,838,1431481698219347970,1431479711075426310,1630126807000.0,2021-08-28 01:00:07,-400,,@Emma_Priv_  https://t.co/kO0Z0lA8tT,und,[],[],963531536816582661,963531536816582661,ari_the_enby,ari! ,6,1,https://twitter.com/ari_the_enby/status/1431481698219347970,[],['https://pbs.twimg.com/tweet_video_thumb/E92k_aKXsAE4HU6.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92k_aKXsAE4HU6.jpg,False,1,0,0,,.gif,,,,,,,[],,,,, Priv ,False,1
1001,1001,1001,1001,1001,1012,1012,1431097820015104007,1431066512526352384,1630035283000.0,2021-08-26 23:34:43,-400,,@chivassolis No me alcanza el tiempo la lista es larga 🙊  https://t.co/TzldWdtmRk,es,[],[],1349114074727124994,1349114074727124994,maguilue,MAGUILUE,4,23,https://twitter.com/maguilue/status/1431097820015104007,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH4N2XsAQZNpf.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH4N2XsAQZNpf.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'chivassolis', 'name': '〽️  𝓢𝓸𝓵𝓲𝓼  🅰️', 'id': '150870740'}]",,,,,No me alcanza el tiempo la lista es larga 🙊,True,10
24697,24697,24697,24697,24697,24969,838,1431338336627699713,1431337722896072704,1630092627000.0,2021-08-27 15:30:27,-400,,@Plainjane19901  https://t.co/sTI562ICym,und,[],[],1409034752816996354,1409034752816996354,Taber693,Taber69,5,15,https://twitter.com/Taber693/status/1431338336627699713,[],['https://pbs.twimg.com/tweet_video_thumb/E90ioIsWUAY5Gmf.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ioIsWUAY5Gmf.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,,False,0
30093,30093,30093,30093,30093,30412,253,1431379834874351621,1431379604787314694,1630102521000.0,2021-08-27 18:15:21,-400,,So my homie and I start rapping and I ask if he knows this hun. Does the nigga not go “Mdara ndiri panzara and she’s the closest one here but I don’t think ndichadzokera”  https://t.co/tO2j0FcNV8,en,[],[],1023186400634712064,1023186400634712064,tadiiwakennedy,ken🖤,5,18,https://twitter.com/tadiiwakennedy/status/1431379834874351621,[],['https://pbs.twimg.com/tweet_video_thumb/E91IXeLWYAgXhMM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91IXeLWYAgXhMM.jpg,False,0,1,0,,.gif,,,,,,,[],,,,,So my homie and I start rapping and I ask if he knows this hun. Does the nigga not go “Mdara ndiri panzara and she’s the closest one here but I don’t think ndichadzokera”,False,34
29037,29037,29037,29037,29037,29347,1191,1431373710682988544,1431373710682988544,1630101060000.0,2021-08-27 17:51:00,-400,,I know it’s not over but let’s go ahead and get some $BBIG gain porn going to gawk at over the weekend. Share!  https://t.co/fyIsyjEjtt,en,[],['bbig'],1358792167486091265,1358792167486091265,SkimpStocks,The Skuru - Power to the PEOPLE #WaketheWoke,5,17,https://twitter.com/SkimpStocks/status/1431373710682988544,[],['https://pbs.twimg.com/tweet_video_thumb/E91Cy_pWQAUnijQ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91Cy_pWQAUnijQ.jpg,False,0,1,0,,.gif,,,,,,,[],,,,,I know it’s not over but let’s go ahead and get some $BBIG gain porn going to gawk at over the weekend. Share!,False,23
25647,25647,25647,25647,25647,25925,1794,1431338234525544450,1431337293571264516,1630092602000.0,2021-08-27 15:30:02,-400,,@ara_enens  https://t.co/E6N6pTSxA9,und,[],[],1288316101017952257,1288316101017952257,JpColarina,€ P I,5,15,https://twitter.com/JpColarina/status/1431338234525544450,[],['https://pbs.twimg.com/tweet_video_thumb/E90iiFcVUAIwbdo.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90iiFcVUAIwbdo.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, enens,False,1
36735,36735,36735,36735,36735,37112,937,1431435025501855746,1431435025501855746,1630115679000.0,2021-08-27 21:54:39,-400,,Me encanta este hijo de puta pero estoy segura que si nos conociéramos nos caeríamos dlv  https://t.co/PPzPlAUY1W,es,[],[],1422093922764009473,1422093922764009473,bartonmin,Lexi ➳ Lovs Lizzie Olsen,5,21,https://twitter.com/bartonmin/status/1431435025501855746,[],['https://pbs.twimg.com/tweet_video_thumb/E916kOFWYAI88Nm.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916kOFWYAI88Nm.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Me encanta este hijo de puta pero estoy segura que si nos conociéramos nos caeríamos dlv,False,16
7399,7399,7399,7399,7399,7478,1440,1431176006648225796,1431176006648225796,1630053924000.0,2021-08-27 04:45:24,-400,,◌  🤍✨𝗡𝗲𝘁𝗳𝗹𝗶𝘅 𝗽𝗿𝗲𝗺𝗶𝘂𝗺 𝟰𝗞.✨🤍        พร้อมส่ง📍        30-32 days ; 95 (ต่อเมลได้)      👉เหลือ 2 จอ     🛒สั่งซื้อ; pls;dm     💸ธนาคาร/วอลเลท     💕จอส่วนตัว ดูรีวิวได้ #หารnetflixราคาถูก #เน็ตฟลิกซ์ราคาถูก #หารnetflix #หารเน็ตฟลิก #หารviu #หารnetfilx  https://t.co/jR6kfxGeks,th,"['หารnetflixราคาถูก', 'เน็ตฟลิกซ์ราคาถูก', 'หารnetflix', 'หารเน็ตฟลิก', 'หารviu', 'หารnetfilx']",[],4829810510,4829810510,kimtae_0495,nxt18//เน็ตฟลิกซ์พร้อมส่ง💗,5,4,https://twitter.com/kimtae_0495/status/1431176006648225796,[],['https://pbs.twimg.com/tweet_video_thumb/E9yO9yxUUAEAs7D.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yO9yxUUAEAs7D.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,◌ 🤍✨𝗡𝗲𝘁𝗳𝗹𝗶𝘅 𝗽𝗿𝗲𝗺𝗶𝘂𝗺 𝟰𝗞.✨🤍 พร้อมส่ง📍 30-32 days ; 95 (ต่อเมลได้) 👉เหลือ 2 จอ 🛒สั่งซื้อ; pls;dm 💸ธนาคาร/วอลเลท 💕จอส่วนตัว ดูรีวิวได้ หารnetflixราคาถูก เน็ตฟลิกซ์ราคาถูก หารnetflix หารเน็ตฟลิก หารviu หารnetfilx,False,24
4810,4810,4810,4810,4810,4868,832,1431145617087205377,1430733829547851780,1630046679000.0,2021-08-27 02:44:39,-400,,@JayeshG61575020 @PrajwalBansod7 @MikSpamsL2  https://t.co/LGyxYKeuhB,und,[],[],344072295,344072295,Scott_Button12,Scott Button,5,2,https://twitter.com/Scott_Button12/status/1431145617087205377,[],['https://pbs.twimg.com/tweet_video_thumb/E9xzWXhX0AEOdv2.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xzWXhX0AEOdv2.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'JayeshG61575020', 'name': 'Jayesh Gandhi', 'id': '1322384867997347842'}, {'screen_name': 'PrajwalBansod7', 'name': 'L.P.', 'id': '1165861109003210752'}]",,,,,,True,0
